SampleID	Method-id	Taxa-name	#_of_reads	%_of_total	Avg_Score
S24_1_2011_04_27_1 	2	 Propionibacteriaceae 	8	0.14	0.97
S24_1_2011_04_27_1 	2	 Synergistetes 	62	1.06	0.94
S24_1_2011_04_27_1 	2	 Synergistia 	62	1.06	0.94
S24_1_2011_04_27_1 	2	 Proteobacteria 	161	2.76	0.99
S24_1_2011_04_27_1 	2	 Campylobacter 	57	0.98	1
S24_1_2011_04_27_1 	2	 Anaeroglobus 	11	0.19	0.97
S24_1_2011_04_27_1 	2	 Lachnospiraceae 	116	1.99	0.96
S24_1_2011_04_27_1 	2	 Streptococcus 	307	5.26	0.98
S24_1_2011_04_27_1 	2	 Prevotella 	813	13.94	0.99
S24_1_2011_04_27_1 	2	 Rothia 	2	0.03	1
S24_1_2011_04_27_1 	2	 TM7 	528	9.05	1
S24_1_2011_04_27_1 	2	 Bacilli 	356	6.1	0.99
S24_1_2011_04_27_1 	2	 Treponema 	109	1.87	0.99
S24_1_2011_04_27_1 	2	 Actinobacteridae 	548	9.4	0.99
S24_1_2011_04_27_1 	2	 Coriobacterineae 	10	0.17	1
S24_1_2011_04_27_1 	2	 Aggregatibacter 	2	0.03	0.81
S24_1_2011_04_27_1 	2	 Mycoplasmataceae 	4	0.07	0.97
S24_1_2011_04_27_1 	2	 Gemella 	13	0.22	0.99
S24_1_2011_04_27_1 	2	 Mollicutes 	4	0.07	0.97
S24_1_2011_04_27_1 	2	 Actinobacteria 	1130	19.38	0.99
S24_1_2011_04_27_1 	2	 Pasteurellales 	14	0.24	0.96
S24_1_2011_04_27_1 	2	 Negativicutes 	491	8.42	0.99
S24_1_2011_04_27_1 	2	 Corynebacteriaceae 	91	1.56	0.98
S24_1_2011_04_27_1 	2	 Synergistales 	62	1.06	0.94
S24_1_2011_04_27_1 	2	 Thermovirga 	8	0.14	0.86
S24_1_2011_04_27_1 	2	 Coriobacteridae 	10	0.17	1
S24_1_2011_04_27_1 	2	 Granulicatella 	5	0.09	0.96
S24_1_2011_04_27_1 	2	 Kingella 	9	0.15	0.91
S24_1_2011_04_27_1 	2	 Fusobacteriaceae 	1053	18.06	0.99
S24_1_2011_04_27_1 	2	 Spirochaetaceae 	109	1.87	0.99
S24_1_2011_04_27_1 	2	 Filifactor 	35	0.6	0.99
S24_1_2011_04_27_1 	2	 Mycoplasmatales 	4	0.07	0.97
S24_1_2011_04_27_1 	2	 Clostridiales 	389	6.67	0.98
S24_1_2011_04_27_1 	2	 Fusobacteriales 	1328	22.77	0.99
S24_1_2011_04_27_1 	2	 Corynebacterineae 	94	1.61	0.98
S24_1_2011_04_27_1 	2	 Synergistaceae 	62	1.06	0.94
S24_1_2011_04_27_1 	2	 Campylobacteraceae 	57	0.98	1
S24_1_2011_04_27_1 	2	 Corynebacterium 	87	1.49	0.95
S24_1_2011_04_27_1 	2	 Pseudoramibacter 	1	0.02	0.99
S24_1_2011_04_27_1 	2	 Coriobacteriales 	10	0.17	1
S24_1_2011_04_27_1 	2	 Spirochaetales 	110	1.89	0.99
S24_1_2011_04_27_1 	2	 Bacillales_Incertae 	 XI 	 family 	13
S24_1_2011_04_27_1 	2	 Clostridiales_Incertae 	 XI 	 family 	57
S24_1_2011_04_27_1 	2	 Dialister 	13	0.22	1
S24_1_2011_04_27_1 	2	 Syntrophococcus 	1	0.02	0.82
S24_1_2011_04_27_1 	2	 Bacteroidetes 	1428	24.49	1
S24_1_2011_04_27_1 	2	 Selenomonadales 	491	8.42	0.99
S24_1_2011_04_27_1 	2	 Actinomyces 	321	5.5	0.99
S24_1_2011_04_27_1 	2	 Bacteria 	5824	99.86	1
S24_2_2011_02_15_2 	2	 Flavobacteria 	1	0.01	1
S24_2_2011_02_15_2 	2	 Solobacterium 	1	0.01	1
S24_2_2011_02_15_2 	2	 Capnocytophaga 	1	0.01	0.99
S24_2_2011_02_15_2 	2	 Eubacterium 	35	0.36	1
S24_2_2011_02_15_2 	2	 Erysipelotrichaceae 	1	0.01	1
S24_2_2011_02_15_2 	2	 Erysipelotrichales 	1	0.01	1
S24_2_2011_02_15_2 	2	 Bacteroidia 	798	8.12	1
S24_2_2011_02_15_2 	2	 Clostridiales 	263	2.68	1
S24_2_2011_02_15_2 	2	 Slackia 	1	0.01	1
S24_2_2011_02_15_2 	2	 Neisseria 	1	0.01	1
S24_2_2011_02_15_2 	2	 Gemella 	14	0.14	1
S24_2_2011_02_15_2 	2	 Firmicutes 	7168	72.96	1
S24_2_2011_02_15_2 	2	 Epsilonproteobacteria 	4	0.04	1
S24_2_2011_02_15_2 	2	 Fusobacteria 	662	6.74	1
S24_2_2011_02_15_2 	2	 Clostridia 	263	2.68	1
S24_2_2011_02_15_2 	2	 Scardovia 	9	0.09	0.99
S24_2_2011_02_15_2 	2	 Lactobacillus 	6420	65.34	0.99
S24_2_2011_02_15_2 	2	 Veillonella 	3	0.03	0.99
S24_2_2011_02_15_2 	2	 Flavobacteriales 	1	0.01	1
S24_2_2011_02_15_2 	2	 Mycobacterium 	1	0.01	1
S24_2_2011_02_15_2 	2	 Campylobacterales 	4	0.04	1
S24_2_2011_02_15_2 	2	 Parvimonas 	182	1.85	1
S24_2_2011_02_15_2 	2	 Mogibacterium 	15	0.15	1
S24_2_2011_02_15_2 	2	 Catonella 	1	0.01	1
S24_2_2011_02_15_2 	2	 Streptococcaceae 	90	0.92	0.98
S24_2_2011_02_15_2 	2	 Sphingobacteria 	35	0.36	0.99
S24_2_2011_02_15_2 	2	 Erysipelotrichia 	1	0.01	1
S24_2_2011_02_15_2 	2	 Bacilli 	6810	69.31	1
S24_2_2011_02_15_2 	2	 Sphingobacteriales 	35	0.36	0.99
S24_2_2011_02_15_2 	2	 Fusobacterium 	323	3.29	1
S24_2_2011_02_15_2 	2	 Betaproteobacteria 	1	0.01	1
S24_2_2011_02_15_2 	2	 Coriobacteriales 	953	9.7	0.99
S24_2_2011_02_15_2 	2	 Bifidobacterium 	9	0.09	1
S24_2_2011_02_15_2 	2	 Clostridiales_Incertae 	 XIII 	 family 	15
S24_2_2011_02_15_2 	2	 Porphyromonas 	19	0.19	1
S24_2_2011_02_15_2 	2	 Selenomonas 	3	0.03	0.98
S24_2_2011_02_15_2 	2	 Atopobium 	22	0.22	0.99
S24_2_2011_02_15_2 	2	 Bacillales 	14	0.14	1
S24_2_2011_02_15_2 	2	 Corynebacterineae 	1	0.01	1
S24_2_2011_02_15_2 	2	 Spirochaetes 	26	0.26	0.99
S24_2_2011_02_15_2 	2	 Schwartzia 	1	0.01	0.82
S24_2_2011_02_15_2 	2	 Howardella 	1	0.01	0.82
S24_2_2011_02_15_2 	2	 Porphyromonadaceae 	19	0.19	1
S24_2_2011_02_15_2 	2	 Prevotellaceae 	772	7.86	0.99
S24_2_2011_02_15_2 	2	 TM7_genera_incertae_sedis 	3	0.03	1
S24_2_2011_02_15_2 	2	 Coriobacteriaceae 	953	9.7	0.99
S24_2_2011_02_15_2 	2	 Flavobacteriaceae 	1	0.01	1
S24_2_2011_02_15_2 	2	 Synergistales 	3	0.03	0.92
S24_2_2011_02_15_2 	2	 Olsenella 	821	8.36	0.89
S24_2_2011_02_15_2 	2	 Root 	9825	100	1
S24_2_2011_02_15_2 	2	 Bacteroidales 	798	8.12	1
S24_2_2011_02_15_2 	2	 Hymenobacter 	33	0.34	0.99
S24_2_2011_02_15_2 	2	 Actinomycetales 	55	0.56	0.99
S24_2_2011_02_15_2 	2	 Actinomycineae 	10	0.1	0.96
S24_2_2011_02_15_2 	2	 Actinomycetaceae 	10	0.1	0.96
S24_2_2011_02_15_2 	2	 Eubacteriaceae 	46	0.47	1
S24_2_2011_02_15_2 	2	 Neisseriaceae 	1	0.01	1
S24_2_2011_02_15_2 	2	 Veillonellaceae 	40	0.41	0.99
S24_2_2011_02_15_2 	2	 Parascardovia 	287	2.92	0.99
S24_2_2011_02_15_2 	2	 Synergistetes 	3	0.03	0.92
S24_2_2011_02_15_2 	2	 Lactobacillaceae 	6465	65.8	0.99
S24_2_2011_02_15_2 	2	 Cryptobacterium 	1	0.01	0.99
S24_2_2011_02_15_2 	2	 Synergistia 	3	0.03	0.92
S24_2_2011_02_15_2 	2	 Proteobacteria 	5	0.05	1
S24_2_2011_02_15_2 	2	 Campylobacter 	4	0.04	1
S24_2_2011_02_15_2 	2	 Anaeroglobus 	8	0.08	1
S24_2_2011_02_15_2 	2	 Bacillales_Incertae 	 XI 	 family 	14
S24_2_2011_02_15_2 	2	 Streptococcus 	90	0.92	0.98
S24_2_2011_02_15_2 	2	 Prevotella 	704	7.17	0.99
S24_2_2011_02_15_2 	2	 Rothia 	40	0.41	0.99
S24_2_2011_02_15_2 	2	 TM7 	3	0.03	1
S24_2_2011_02_15_2 	2	 Micrococcaceae 	40	0.41	0.99
S24_2_2011_02_15_2 	2	 Treponema 	13	0.13	0.99
S24_2_2011_02_15_2 	2	 Actinobacteridae 	361	3.67	1
S24_2_2011_02_15_2 	2	 Coriobacterineae 	953	9.7	0.99
S24_2_2011_02_15_2 	2	 Lactobacillales 	6734	68.54	1
S24_2_2011_02_15_2 	2	 Bacteroidetes 	841	8.56	1
S24_2_2011_02_15_2 	2	 Actinobacteria 	2668	27.16	1
S24_2_2011_02_15_2 	2	 Peptoniphilus 	1	0.01	1
S24_2_2011_02_15_2 	2	 Negativicutes 	40	0.41	1
S24_2_2011_02_15_2 	2	 Coriobacteridae 	953	9.7	0.99
S24_2_2011_02_15_2 	2	 Fusobacteriaceae 	330	3.36	1
S24_2_2011_02_15_2 	2	 Bifidobacteriales 	306	3.11	1
S24_2_2011_02_15_2 	2	 Spirochaetaceae 	13	0.13	0.99
S24_2_2011_02_15_2 	2	 Mycobacteriaceae 	1	0.01	1
S24_2_2011_02_15_2 	2	 Fusobacteriales 	331	3.37	1
S24_2_2011_02_15_2 	2	 Micrococcineae 	42	0.43	0.99
S24_2_2011_02_15_2 	2	 Synergistaceae 	3	0.03	0.92
S24_2_2011_02_15_2 	2	 Campylobacteraceae 	4	0.04	1
S24_2_2011_02_15_2 	2	 Pseudoramibacter 	11	0.11	1
S24_2_2011_02_15_2 	2	 Neisseriales 	1	0.01	1
S24_2_2011_02_15_2 	2	 Spirochaetales 	13	0.13	0.99
S24_2_2011_02_15_2 	2	 Lachnospiraceae 	16	0.16	0.99
S24_2_2011_02_15_2 	2	 Clostridiales_Incertae 	 XI 	 family 	183
S24_2_2011_02_15_2 	2	 Dialister 	18	0.18	1
S24_2_2011_02_15_2 	2	 Cytophagaceae 	34	0.35	0.99
S24_2_2011_02_15_2 	2	 Bifidobacteriaceae 	306	3.11	1
S24_2_2011_02_15_2 	2	 Selenomonadales 	40	0.41	1
S24_2_2011_02_15_2 	2	 Actinomyces 	10	0.1	0.95
S24_2_2011_02_15_2 	2	 Bacteria 	9823	99.98	1
S25_1_2011_02_15_1 	2	 Centipeda 	18	0.18	0.91
S25_1_2011_02_15_1 	2	 Flavobacteria 	42	0.41	1
S25_1_2011_02_15_1 	2	 Solobacterium 	5	0.05	0.97
S25_1_2011_02_15_1 	2	 Capnocytophaga 	39	0.38	0.98
S25_1_2011_02_15_1 	2	 Eubacterium 	196	1.93	0.98
S25_1_2011_02_15_1 	2	 Erysipelotrichaceae 	5	0.05	1
S25_1_2011_02_15_1 	2	 Erysipelotrichales 	5	0.05	1
S25_1_2011_02_15_1 	2	 Bacteroidia 	4922	48.58	0.99
S25_1_2011_02_15_1 	2	 Clostridiales 	1346	13.28	0.99
S25_1_2011_02_15_1 	2	 Scardovia 	4	0.04	1
S25_1_2011_02_15_1 	2	 Desulfobacterales 	50	0.49	0.99
S25_1_2011_02_15_1 	2	 Lactobacillales 	124	1.22	0.99
S25_1_2011_02_15_1 	2	 Desulfobulbus 	49	0.48	0.98
S25_1_2011_02_15_1 	2	 Tannerella 	444	4.38	0.99
S25_1_2011_02_15_1 	2	 Firmicutes 	1827	18.03	0.99
S25_1_2011_02_15_1 	2	 Epsilonproteobacteria 	144	1.42	0.99
S25_1_2011_02_15_1 	2	 Propionibacterineae 	1	0.01	1
S25_1_2011_02_15_1 	2	 Peptostreptococcaceae 	247	2.44	1
S25_1_2011_02_15_1 	2	 Paludibacter 	31	0.31	0.81
S25_1_2011_02_15_1 	2	 Fusobacteria 	2384	23.53	0.99
S25_1_2011_02_15_1 	2	 Clostridia 	1346	13.28	0.99
S25_1_2011_02_15_1 	2	 Slackia 	1	0.01	1
S25_1_2011_02_15_1 	2	 Phocaeicola 	18	0.18	1
S25_1_2011_02_15_1 	2	 Veillonella 	24	0.24	1
S25_1_2011_02_15_1 	2	 Flavobacteriales 	42	0.41	1
S25_1_2011_02_15_1 	2	 Lactobacillus 	4	0.04	0.95
S25_1_2011_02_15_1 	2	 Campylobacterales 	143	1.41	0.99
S25_1_2011_02_15_1 	2	 Mycobacterium 	1	0.01	0.99
S25_1_2011_02_15_1 	2	 Bacteroidales_incertae_sedis 	18	0.18	1
S25_1_2011_02_15_1 	2	 Parvimonas 	488	4.82	0.99
S25_1_2011_02_15_1 	2	 Mycoplasma 	8	0.08	1
S25_1_2011_02_15_1 	2	 Mogibacterium 	80	0.79	0.99
S25_1_2011_02_15_1 	2	 Catonella 	19	0.19	1
S25_1_2011_02_15_1 	2	 Anaerovorax 	63	0.62	0.91
S25_1_2011_02_15_1 	2	 Streptococcaceae 	109	1.08	0.99
S25_1_2011_02_15_1 	2	 Sphingobacteria 	3	0.03	1
S25_1_2011_02_15_1 	2	 Erysipelotrichia 	5	0.05	1
S25_1_2011_02_15_1 	2	 Oribacterium 	2	0.02	0.96
S25_1_2011_02_15_1 	2	 Peptostreptococcaceae_incertae_sedis 	1	0.01	1
S25_1_2011_02_15_1 	2	 Sphingobacteriales 	3	0.03	1
S25_1_2011_02_15_1 	2	 Fusobacterium 	1059	10.45	0.99
S25_1_2011_02_15_1 	2	 Betaproteobacteria 	5	0.05	1
S25_1_2011_02_15_1 	2	 Coriobacteriales 	29	0.29	0.99
S25_1_2011_02_15_1 	2	 Leptotrichia 	46	0.45	0.99
S25_1_2011_02_15_1 	2	 Clostridiales_Incertae 	 XIII 	 family 	146
S25_1_2011_02_15_1 	2	 Porphyromonas 	1224	12.08	0.99
S25_1_2011_02_15_1 	2	 Selenomonas 	103	1.02	0.97
S25_1_2011_02_15_1 	2	 Atopobium 	10	0.1	0.99
S25_1_2011_02_15_1 	2	 Bacillales 	13	0.13	1
S25_1_2011_02_15_1 	2	 Corynebacterineae 	1	0.01	0.99
S25_1_2011_02_15_1 	2	 Spirochaetes 	1886	18.61	0.99
S25_1_2011_02_15_1 	2	 Schwartzia 	9	0.09	0.89
S25_1_2011_02_15_1 	2	 Porphyromonadaceae 	2586	25.52	0.97
S25_1_2011_02_15_1 	2	 Hallella 	1	0.01	0.85
S25_1_2011_02_15_1 	2	 Propionibacterium 	1	0.01	1
S25_1_2011_02_15_1 	2	 Prevotellaceae 	2191	21.62	1
S25_1_2011_02_15_1 	2	 TM7_genera_incertae_sedis 	150	1.48	1
S25_1_2011_02_15_1 	2	 Coriobacteriaceae 	29	0.29	0.99
S25_1_2011_02_15_1 	2	 Flavobacteriaceae 	42	0.41	1
S25_1_2011_02_15_1 	2	 Synergistales 	301	2.97	0.94
S25_1_2011_02_15_1 	2	 Clostridium 	 genus 	9	0.09
S25_1_2011_02_15_1 	2	 Olsenella 	15	0.15	0.96
S25_1_2011_02_15_1 	2	 Bacteroidales 	4922	48.58	0.99
S25_1_2011_02_15_1 	2	 Leptotrichiaceae 	46	0.45	0.99
S25_1_2011_02_15_1 	2	 Hymenobacter 	3	0.03	1
S25_1_2011_02_15_1 	2	 Actinomycetales 	97	0.96	0.99
S25_1_2011_02_15_1 	2	 Actinomycineae 	68	0.67	0.96
S25_1_2011_02_15_1 	2	 Actinomycetaceae 	68	0.67	0.96
S25_1_2011_02_15_1 	2	 Eubacteriaceae 	237	2.34	0.99
S25_1_2011_02_15_1 	2	 Micrococcaceae 	2	0.02	1
S25_1_2011_02_15_1 	2	 Neisseriaceae 	5	0.05	1
S25_1_2011_02_15_1 	2	 Veillonellaceae 	277	2.73	0.99
S25_1_2011_02_15_1 	2	 Peptostreptococcus 	10	0.1	1
S25_1_2011_02_15_1 	2	 Propionibacteriaceae 	1	0.01	1
S25_1_2011_02_15_1 	2	 Parascardovia 	1	0.01	1
S25_1_2011_02_15_1 	2	 Root 	10132	100	1
S25_1_2011_02_15_1 	2	 Lactobacillaceae 	4	0.04	0.96
S25_1_2011_02_15_1 	2	 Synergistetes 	301	2.97	0.94
S25_1_2011_02_15_1 	2	 Synergistia 	301	2.97	0.94
S25_1_2011_02_15_1 	2	 Proteobacteria 	201	1.98	0.99
S25_1_2011_02_15_1 	2	 Campylobacter 	139	1.37	0.99
S25_1_2011_02_15_1 	2	 Anaeroglobus 	3	0.03	0.96
S25_1_2011_02_15_1 	2	 Bacillales_Incertae 	 XI 	 family 	13
S25_1_2011_02_15_1 	2	 Streptococcus 	109	1.08	0.99
S25_1_2011_02_15_1 	2	 Prevotella 	2046	20.19	0.99
S25_1_2011_02_15_1 	2	 Rothia 	2	0.02	0.98
S25_1_2011_02_15_1 	2	 TM7 	150	1.48	1
S25_1_2011_02_15_1 	2	 Bacilli 	147	1.45	0.99
S25_1_2011_02_15_1 	2	 Treponema 	941	9.29	0.99
S25_1_2011_02_15_1 	2	 Actinobacteridae 	103	1.02	0.99
S25_1_2011_02_15_1 	2	 Desulfobulbaceae 	50	0.49	0.99
S25_1_2011_02_15_1 	2	 Coriobacterineae 	29	0.29	0.99
S25_1_2011_02_15_1 	2	 Mycoplasmataceae 	8	0.08	1
S25_1_2011_02_15_1 	2	 Gemella 	13	0.13	1
S25_1_2011_02_15_1 	2	 Cytophagaceae 	3	0.03	1
S25_1_2011_02_15_1 	2	 Mollicutes 	8	0.08	1
S25_1_2011_02_15_1 	2	 Actinobacteria 	266	2.63	0.99
S25_1_2011_02_15_1 	2	 Negativicutes 	281	2.77	0.99
S25_1_2011_02_15_1 	2	 Deltaproteobacteria 	50	0.49	0.99
S25_1_2011_02_15_1 	2	 Tenericutes 	8	0.08	1
S25_1_2011_02_15_1 	2	 Thermovirga 	13	0.13	0.91
S25_1_2011_02_15_1 	2	 Coriobacteridae 	29	0.29	0.99
S25_1_2011_02_15_1 	2	 Kingella 	5	0.05	0.94
S25_1_2011_02_15_1 	2	 Fusobacteriaceae 	1143	11.28	0.99
S25_1_2011_02_15_1 	2	 Bifidobacteriales 	6	0.06	0.99
S25_1_2011_02_15_1 	2	 Spirochaetaceae 	942	9.3	0.99
S25_1_2011_02_15_1 	2	 Filifactor 	236	2.33	0.99
S25_1_2011_02_15_1 	2	 Mycobacteriaceae 	1	0.01	0.99
S25_1_2011_02_15_1 	2	 Mycoplasmatales 	8	0.08	1
S25_1_2011_02_15_1 	2	 Fusobacteriales 	1192	11.76	0.99
S25_1_2011_02_15_1 	2	 Micrococcineae 	2	0.02	1
S25_1_2011_02_15_1 	2	 Synergistaceae 	301	2.97	0.94
S25_1_2011_02_15_1 	2	 Campylobacteraceae 	139	1.37	0.99
S25_1_2011_02_15_1 	2	 Pseudoramibacter 	41	0.4	0.99
S25_1_2011_02_15_1 	2	 Neisseriales 	5	0.05	1
S25_1_2011_02_15_1 	2	 Spirochaetales 	943	9.31	0.99
S25_1_2011_02_15_1 	2	 Lachnospiraceae 	25	0.25	0.99
S25_1_2011_02_15_1 	2	 Clostridiales_Incertae 	 XI 	 family 	506
S25_1_2011_02_15_1 	2	 Dialister 	52	0.51	1
S25_1_2011_02_15_1 	2	 Bacteroidetes 	5037	49.71	1
S25_1_2011_02_15_1 	2	 Bifidobacteriaceae 	6	0.06	0.99
S25_1_2011_02_15_1 	2	 Selenomonadales 	281	2.77	0.99
S25_1_2011_02_15_1 	2	 Actinomyces 	67	0.66	0.96
S25_1_2011_02_15_1 	2	 Bacteria 	10123	99.91	1
S25_1_2011_04_27_1 	2	 Flavobacteria 	99	1.77	0.98
S25_1_2011_04_27_1 	2	 Capnocytophaga 	89	1.59	0.98
S25_1_2011_04_27_1 	2	 Eubacterium 	43	0.77	0.96
S25_1_2011_04_27_1 	2	 Bacteroidia 	840	15.02	0.99
S25_1_2011_04_27_1 	2	 Clostridiales 	357	6.38	0.98
S25_1_2011_04_27_1 	2	 Lactobacillales 	712	12.73	0.98
S25_1_2011_04_27_1 	2	 Tannerella 	24	0.43	0.96
S25_1_2011_04_27_1 	2	 Firmicutes 	1623	29.02	0.99
S25_1_2011_04_27_1 	2	 Epsilonproteobacteria 	42	0.75	0.99
S25_1_2011_04_27_1 	2	 Carnobacteriaceae 	53	0.95	0.94
S25_1_2011_04_27_1 	2	 Pasteurellaceae 	7	0.13	1
S25_1_2011_04_27_1 	2	 Peptostreptococcaceae 	22	0.39	0.97
S25_1_2011_04_27_1 	2	 Centipeda 	18	0.32	0.93
S25_1_2011_04_27_1 	2	 Fusobacteria 	1564	27.97	0.99
S25_1_2011_04_27_1 	2	 Clostridia 	357	6.38	0.98
S25_1_2011_04_27_1 	2	 Peptococcaceae 	 family 	4	0.07
S25_1_2011_04_27_1 	2	 Phocaeicola 	24	0.43	0.98
S25_1_2011_04_27_1 	2	 Veillonella 	99	1.77	0.97
S25_1_2011_04_27_1 	2	 Flavobacteriales 	99	1.77	0.98
S25_1_2011_04_27_1 	2	 Gammaproteobacteria 	7	0.13	1
S25_1_2011_04_27_1 	2	 Lactobacillus 	105	1.88	0.95
S25_1_2011_04_27_1 	2	 Campylobacterales 	42	0.75	0.99
S25_1_2011_04_27_1 	2	 Bacteroidales_incertae_sedis 	24	0.43	0.98
S25_1_2011_04_27_1 	2	 Parvimonas 	53	0.95	0.98
S25_1_2011_04_27_1 	2	 Mycoplasma 	1	0.02	1
S25_1_2011_04_27_1 	2	 Mogibacterium 	13	0.23	0.95
S25_1_2011_04_27_1 	2	 Catonella 	1	0.02	1
S25_1_2011_04_27_1 	2	 Anaerovorax 	3	0.05	0.89
S25_1_2011_04_27_1 	2	 Streptococcaceae 	422	7.55	0.98
S25_1_2011_04_27_1 	2	 Oribacterium 	6	0.11	0.94
S25_1_2011_04_27_1 	2	 Bacilli 	745	13.32	0.99
S25_1_2011_04_27_1 	2	 Anaerolineaceae 	1	0.02	0.94
S25_1_2011_04_27_1 	2	 Fusobacterium 	140	2.5	0.99
S25_1_2011_04_27_1 	2	 Betaproteobacteria 	4	0.07	1
S25_1_2011_04_27_1 	2	 Coriobacteriales 	33	0.59	0.99
S25_1_2011_04_27_1 	2	 Leptotrichia 	591	10.57	0.99
S25_1_2011_04_27_1 	2	 Clostridiales_Incertae 	 XIII 	 family 	16
S25_1_2011_04_27_1 	2	 Porphyromonas 	280	5.01	0.98
S25_1_2011_04_27_1 	2	 Selenomonas 	134	2.4	0.97
S25_1_2011_04_27_1 	2	 Atopobium 	7	0.13	0.99
S25_1_2011_04_27_1 	2	 Bacillales 	5	0.09	0.99
S25_1_2011_04_27_1 	2	 Corynebacterineae 	576	10.3	0.97
S25_1_2011_04_27_1 	2	 Spirochaetes 	260	4.65	0.99
S25_1_2011_04_27_1 	2	 Schwartzia 	4	0.07	0.84
S25_1_2011_04_27_1 	2	 Porphyromonadaceae 	361	6.46	0.98
S25_1_2011_04_27_1 	2	 Hallella 	7	0.13	0.95
S25_1_2011_04_27_1 	2	 Prevotellaceae 	410	7.33	0.99
S25_1_2011_04_27_1 	2	 TM7_genera_incertae_sedis 	24	0.43	0.99
S25_1_2011_04_27_1 	2	 Coriobacteriaceae 	33	0.59	0.99
S25_1_2011_04_27_1 	2	 Flavobacteriaceae 	99	1.77	0.98
S25_1_2011_04_27_1 	2	 Synergistales 	45	0.8	0.95
S25_1_2011_04_27_1 	2	 Megasphaera 	4	0.07	0.99
S25_1_2011_04_27_1 	2	 Clostridium 	 genus 	10	0.18
S25_1_2011_04_27_1 	2	 Olsenella 	22	0.39	0.98
S25_1_2011_04_27_1 	2	 Root 	5592	100	1
S25_1_2011_04_27_1 	2	 Bacteroidales 	840	15.02	0.99
S25_1_2011_04_27_1 	2	 Leptotrichiaceae 	598	10.69	0.99
S25_1_2011_04_27_1 	2	 Peptococcus 	2	0.04	0.85
S25_1_2011_04_27_1 	2	 Actinomycetales 	1408	25.18	0.99
S25_1_2011_04_27_1 	2	 Actinomycineae 	360	6.44	0.97
S25_1_2011_04_27_1 	2	 Actinomycetaceae 	360	6.44	0.97
S25_1_2011_04_27_1 	2	 Eubacteriaceae 	63	1.13	0.97
S25_1_2011_04_27_1 	2	 Xylanibacter 	4	0.07	0.88
S25_1_2011_04_27_1 	2	 Neisseriaceae 	4	0.07	1
S25_1_2011_04_27_1 	2	 Veillonellaceae 	404	7.22	0.98
S25_1_2011_04_27_1 	2	 Synergistetes 	45	0.8	0.95
S25_1_2011_04_27_1 	2	 Lactobacillaceae 	124	2.22	0.97
S25_1_2011_04_27_1 	2	 Anaerolineae 	1	0.02	0.94
S25_1_2011_04_27_1 	2	 Synergistia 	45	0.8	0.95
S25_1_2011_04_27_1 	2	 Proteobacteria 	53	0.95	0.99
S25_1_2011_04_27_1 	2	 Micrococcaceae 	12	0.21	0.99
S25_1_2011_04_27_1 	2	 Anaeroglobus 	19	0.34	0.96
S25_1_2011_04_27_1 	2	 Lachnospiraceae 	87	1.56	0.95
S25_1_2011_04_27_1 	2	 Streptococcus 	422	7.55	0.98
S25_1_2011_04_27_1 	2	 Prevotella 	311	5.56	0.97
S25_1_2011_04_27_1 	2	 Rothia 	11	0.2	0.99
S25_1_2011_04_27_1 	2	 TM7 	24	0.43	0.99
S25_1_2011_04_27_1 	2	 Campylobacter 	40	0.72	0.99
S25_1_2011_04_27_1 	2	 Treponema 	130	2.32	0.99
S25_1_2011_04_27_1 	2	 Actinobacteridae 	1410	25.21	0.99
S25_1_2011_04_27_1 	2	 Coriobacterineae 	33	0.59	0.99
S25_1_2011_04_27_1 	2	 Aggregatibacter 	3	0.05	0.93
S25_1_2011_04_27_1 	2	 Mycoplasmataceae 	1	0.02	1
S25_1_2011_04_27_1 	2	 Gemella 	5	0.09	0.99
S25_1_2011_04_27_1 	2	 Mollicutes 	1	0.02	1
S25_1_2011_04_27_1 	2	 Actinobacteria 	2942	52.61	0.99
S25_1_2011_04_27_1 	2	 Pasteurellales 	7	0.13	1
S25_1_2011_04_27_1 	2	 Negativicutes 	412	7.37	0.99
S25_1_2011_04_27_1 	2	 Corynebacteriaceae 	543	9.71	0.98
S25_1_2011_04_27_1 	2	 Tenericutes 	1	0.02	1
S25_1_2011_04_27_1 	2	 Thermovirga 	3	0.05	0.84
S25_1_2011_04_27_1 	2	 Coriobacteridae 	33	0.59	0.99
S25_1_2011_04_27_1 	2	 Granulicatella 	47	0.84	0.93
S25_1_2011_04_27_1 	2	 Fusobacteriaceae 	174	3.11	0.98
S25_1_2011_04_27_1 	2	 Bifidobacteriales 	2	0.04	0.91
S25_1_2011_04_27_1 	2	 Spirochaetaceae 	130	2.32	0.99
S25_1_2011_04_27_1 	2	 Filifactor 	22	0.39	0.97
S25_1_2011_04_27_1 	2	 Mycoplasmatales 	1	0.02	1
S25_1_2011_04_27_1 	2	 Fusobacteriales 	782	13.98	0.99
S25_1_2011_04_27_1 	2	 Anaerolineales 	1	0.02	0.94
S25_1_2011_04_27_1 	2	 Micrococcineae 	19	0.34	0.95
S25_1_2011_04_27_1 	2	 Synergistaceae 	45	0.8	0.95
S25_1_2011_04_27_1 	2	 Chloroflexi 	1	0.02	0.97
S25_1_2011_04_27_1 	2	 Campylobacteraceae 	40	0.72	0.99
S25_1_2011_04_27_1 	2	 Corynebacterium 	511	9.14	0.94
S25_1_2011_04_27_1 	2	 Pseudoramibacter 	19	0.34	0.99
S25_1_2011_04_27_1 	2	 Neisseriales 	4	0.07	1
